"資料集識別碼","資料集名稱","資料提供屬性","服務分類","品質檢測","檔案格式","資料下載網址","編碼格式","資資料集上架方式","資料集描述","主要欄位說明","提供機關","更新頻率","授權方式","相關網址","計費方式","提供機關聯絡人姓名","提供機關聯絡人電話","上架日期","詮釋資料更新時間","備註","資料量"
"25977","桃園市政府最新債務訊息","檔案資料","公共資訊","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=94945c34-cbac-4d22-bec2-c0e027e7499f&rid=234034c0-bc62-4b4e-b743-d2d42d9b1549","BIG5","系統介接程式","提供桃園市政府最新債務訊息","項目(項目);一年以上債務未償餘額(一年以上債務未償餘額);短期債務未償餘額(短期債務未償餘額);平均每人負擔債務(平均每人負擔債務);自償性債務未償餘額含非營業特種基金(自償性債務未償餘額含非營業特種基金)","桃園市政府財政局","每1月","政府資料開放授權條款-第1版","","免費","吳孟芸","3322101#5506","2015-10-06 06:32:27","2024-10-05 01:21:42","1.單位：新臺幣元。
2.自償性債務：係以未來營運所得資金或經指撥
特定財源作為償債財源之債務。

註：每月10日公告前1個月之債務資訊。

桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26101","桃園市政府警察局執行家戶訪查發現及處理戶口(籍)案件成果","檔案資料","購屋及遷徙","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8c5fab1f-fdbe-4b29-bcde-7de8ba86aa9f&rid=a4b690d4-556d-4f87-becd-231e964ede1c","UTF-8","系統介接程式","桃園市警政統計資料，戶口訪查統計
","year(年度);type(種類);c_count(件數)","桃園市政府警察局","不定期更新","政府資料開放授權條款-第1版","","免費","林先生","03-3363488","2015-10-01 03:17:49","2024-10-05 01:21:14","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26075","桃園市內公有零售市場","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=88e2df55-cdd1-4fe6-b881-8c511839fca3&rid=b4f12d54-b102-4757-957f-fedd555e1a07","UTF-8","系統介接程式","本市13區內公有零售市場，方便民眾查詢資料。","各區(各區);市場名稱(市場名稱);地址(地址);市場介紹(市場介紹);特色說明(特色說明);休市日(休市日)","桃園市政府經濟發展局","不定期更新","政府資料開放授權條款-第1版","","免費","林佩萱","033366695","2015-10-07 01:12:56","2024-10-05 01:20:59","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25949","桃園市原住民族文化健康站資訊","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7d7bcba6-5747-4734-a288-6bc9e43f1767&rid=348e14ec-9c19-48ef-8bad-80eed4a9b1b2","BIG5","系統介接程式","提供桃園市原住民族文化健康站資訊","市區別(市區別);地址(地址);聯絡資訊(聯絡資訊)","桃園市政府原住民族行政局","不定期更新","政府資料開放授權條款-第1版","","免費","高小姐","03-3322101分機6686","2015-10-08 03:06:44","2024-10-05 01:19:56","部落文化健康站提供部落長者
（一）關懷訪視與電話問安，提供生活諮詢、照顧服務與轉介服務。 　　
（二）餐飲服務。
（三）健康促進活動（含適性運動）。
（四）心靈、文化與教育等促進老人身、心、靈健康之成長課程。

桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25979","桃園市動保園區入園公告","檔案資料","公共資訊","金","CSV;CSV;CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7c9eafac-7c26-461c-8b21-6e725957d270&rid=13a69051-6a73-4b9a-8891-520289b42c83;https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7c9eafac-7c26-461c-8b21-6e725957d270&rid=ab9cb5ed-947c-45a0-85ce-b03f4469e231;https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7c9eafac-7c26-461c-8b21-6e725957d270&rid=1a9b4300-65d8-4e7f-9096-d7089aa26cee","BIG5;BIG5;BIG5","系統介接程式","桃園市動物保護教育園區犬貓入園公告，收容本市民眾陳情通報本處所屬動物管制人員捕捉、市民棄養、拾獲或退回之犬貓，歡迎民眾踴躍至本園區認養。如果在公告中發現疑似您家中遺失犬貓，或是想要認領養之犬貓，請記下公告日期及照片編號，撥打電話：03-4861760或03-4861733告知園區工作人員，以便安排領回或預約領養事宜。本園區收容犬貓無從辨識身分，或經依寵物登記或其他可資辨識之資料通知原飼主，自通知之日起超過7日未領回者，本處得開放民眾認養，或予以絕育或其他收容管理之必要措施。依據動物保護法第33-1條第一項第一款及第二款之規定，棄養動物及將不擬繼續飼養之動物送交動物收容處所，不得飼養依第十九條第一項應辦理登記之寵物及認養依第十四條第一項收容之動物，若違反前項規定飼養動物或認養動物者，處新臺幣三千元以上一萬五千元以下罰鍰；直轄市或縣(市)主管機關並應沒入其寵物或動物。 (備註: 民眾至收容所領養之動物，若不擬飼養，自領養日起一個月內退回不在此限；若領養超過一個月退回動物，將不得飼養依第十九條第一項應辦理登記之寵物及認養依第十四條第一項收容之動物) 
請參閱桃園市政府動物保護處官方網站:http://www.tycg.gov.tw/animal/home.jsp?id=82&parentpath=0,37","動物編號(動物編號);入園日期(入園日期);品種(品種);性別(性別);毛色(毛色);體型(體型);晶片號碼(晶片號碼);來源地點(來源地點);收容原因(收容原因);備註(備註)","桃園市政府農業局","不定期更新","政府資料開放授權條款-第1版","http://www.tycg.gov.tw/animal/home.jsp?id=82&parentpath=0;37","免費","劉小姐","03-3326742＃507","2015-10-07 02:46:31","2024-10-05 01:19:50","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0;0;0"
"26110","桃園市政府警察局為民服務成果","檔案資料","公共資訊","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=747596e9-0a3a-4103-97fb-5626b6672adb&rid=a2b0dfd0-ea01-46cd-8665-309f9ac70d41","UTF-8","系統介接程式","桃園市警政統計資料，桃園市政府警察局為民服務成果","year(統計年度);service_type(為民服務種類);count(件數)","桃園市政府警察局","不定期更新","政府資料開放授權條款-第1版","","免費","林先生","03-3363488","2015-10-01 03:12:26","2024-10-05 01:19:07","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25928","桃園市政府警察局員工總人數","檔案資料","公共資訊","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6fcfc0cf-bdee-473a-9f73-66302a600967&rid=ecfcd0a0-43cc-4703-abc0-301ce90c21a2","UTF-8","系統介接程式","桃園市警政統計資料，桃園市政府警察局員工總人數","year(統計年度);career_type(職別);count(人數)","桃園市政府警察局","不定期更新","政府資料開放授權條款-第1版","","免費","林先生","03-3363488","2015-10-01 03:24:58","2024-10-05 01:18:58","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25953","桃園市獸醫診療機構名冊","檔案資料","就醫","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6d5ef140-65c4-486c-9e52-1b49459fa2ce&rid=9f13cdc2-7389-4790-a4aa-a148ab2c4d59","UTF-8","系統介接程式","桃園市政府核准獸醫診療機構登記資料，包括負責人姓名、獸醫診療機構名稱、地址及電話等資料。由於名冊資料需核准登記後使能提供。","地區(地區);名稱(名稱);地址(地址);電話(電話)","桃園市政府農業局","不定期更新","政府資料開放授權條款-第1版","","免費","薛先生","03-3326742＃400","2015-10-07 02:34:31","2024-10-05 01:18:49","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25939","桃園市備用水井取水點資料","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6aa1dd87-45a1-4e55-9948-a4b94aa48eee&rid=29d4bf1e-8f3a-4cd5-a8c1-bc5fee65b77d","BIG5","系統介接程式","提供桃園市備用水井取水點位置","區域(區域);區別(區別);位置(位置);TWD97座標(TWD97);備註(備註)","桃園市政府水務局","不定期更新","政府資料開放授權條款-第1版","","免費","王小姐","03-3033688轉3700","2015-10-08 06:33:44","2024-10-05 01:18:40","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26093","桃園市寬頻管道人手孔","檔案資料","交通及通訊","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6458a14e-37e3-4539-b9d4-9ed68939fdf6&rid=c6c1bcb3-d898-4fd3-8e3f-fd7fb88e9d64","UTF-8","系統介接程式","公共設施管線","type(資料類型);id(編碼);geometry(空間座標);properties(屬性說明)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","蔡先生","03-2868579","2015-10-02 01:07:25","2024-10-05 01:18:04","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26062","桃園市污水系統人手孔","檔案資料","公共資訊","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=60370490-a8fc-41b1-beb9-a0a2a02c9590&rid=f5edcb70-20e6-44e9-bbd5-1e590f40cc88","UTF-8","系統介接程式","公共設施管線","type(資料類型);id(編碼);geometry(空間座標);properties(屬性說明)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","蔡先生","03-2868579","2015-10-02 01:19:58","2024-10-05 01:17:29","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26087","桃園市GMP動物用藥廠名冊","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=579f5e71-4f67-4d5b-b0a5-a46b58ad4df3&rid=44051cb3-1be6-4df5-a663-51372d7623ca","BIG5","系統介接程式","桃園市通過GMP動物用藥廠資料，動物用藥廠。","名稱(名稱);地址(地址);電話(電話)","桃園市政府農業局","不定期更新","政府資料開放授權條款-第1版","","免費","余小姐","03-3326742＃102","2015-10-07 02:24:42","2024-10-05 01:16:46","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25880","桃園市道路挖掘資訊","檔案資料","生活安全及品質","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=56c616fe-07d7-4b0c-bb75-e8f8cd75500a&rid=52de3762-1490-4a86-a074-0062d746873b","UTF-8","系統介接程式","提供桃園市道路挖掘資訊","CaseID(CaseID);TypeDetail(TypeDetail);ConstName(ConstName);PPBName(PPBName);AppMan(AppMan);Tel(Tel);LBName(LBName);Supervise(Supervise);Supervise_Tel(Supervise_Tel);Start(Start);stop(stop);Factory(Factory);Factory_Man(Factory_Man);Factory_Man_Tel(Factory_Man_Tel);SLocation(SLocation);Addtownship(Addtownship);ConstTime(ConstTime);Shape(Shape)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","邱先生","03-3396122","2015-12-01 09:08:48","2024-10-05 01:16:41","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25950","桃園市配電系統人手孔","檔案資料","公共資訊","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=55253088-eb53-4548-9ef9-2c3ae8729dc9&rid=d1dd424b-3c70-486f-b6ac-35fabfc57ff6","UTF-8","系統介接程式","公共設施管線","type(資料類型);id(編碼);geometry(空間座標);properties(屬性說明)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","蔡先生","03-2868579","2015-10-02 01:11:20","2024-10-05 01:16:31","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25966","桃園市消防栓","檔案資料","生活安全及品質","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3fd4a492-bcae-45be-8184-aa6fad506701&rid=ea487112-ef5b-481a-b49a-26f52dc04b93","UTF-8","系統介接程式","公共設施管線","type(資料類型);id(編碼);geometry(空間座標);properties(屬性說明)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","蔡先生","03-2868579","2015-10-02 00:54:10","2024-10-05 01:14:39","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26027","桃園市政府警察局轄區現住人口年齡分配","檔案資料","公共資訊","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3f6675d7-06a1-48cc-911c-e6dc919daf56&rid=b77e2476-e7fb-44dd-ae9a-695061f82a1d","UTF-8","系統介接程式","桃園市警政統計資料，桃園市政府警察局轄區現住人口年齡分配","year(統計年度);breau(轄區);age(年齡);sex(性別);count(人數)","桃園市政府警察局","不定期更新","政府資料開放授權條款-第1版","","免費","林先生","03-3363488","2015-10-01 01:53:51","2024-10-05 01:14:35","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26129","桃園市受保護樹木資料","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=25bbcd34-16a8-4c4e-a341-4666cd0db5b4&rid=f2d37d43-9d52-46e7-b560-5dea853d4ba5","BIG5","系統介接程式","老樹是地方的珍寶，是活的文化古蹟，在人們心中思慕情懷，感動人心的是異鄉遊子對家鄉的思念之情，它是憶起童年的美好記憶，並且是居民的信仰中心，庇佑子孫成長；在生態上，它是巨細而微的完整生態系，是都市生物的跳島與棲息地；在生態平衡與生物多樣性中，扮演重要的角色，它保留了最完整古老的基因，增加了物種基因的多樣性，同時，它也紀錄了長久歲月以來的環境變遷與氣候變化，是歷史的活見證。從各種角度來省視老樹的價值與其對人類的貢獻，都有其不可抹滅的歷史地位！保護老樹的工作，是我們刻不容緩的責任。透過「尋訪桃花源老樹」一書的出版，除了再次喚醒人們對老樹保護的重視，同時，也藉著這次全桃園市老樹的普查與紀錄，了解老樹的生長情形與健康狀況，並且，發掘更多值得保護的老樹，加以登錄列冊保護，使其成為桃園市內珍貴的資產，對環境保護與觀光產業做出更大貢獻，更是保護老樹的起點，期望能喚起全民意識，人人都能成為老樹巡護志工，共同參與老樹保護的神聖工作。","樹木編號(樹木編號);樹種(樹種);區域(區域);地址(地址);GPS緯度(GPS緯度);GPS經度(GPS經度);樹高_公尺(樹高_公尺);冠幅_公尺(冠幅_公尺);冠幅_公尺1(冠幅_公尺1)","桃園市政府農業局","每1年","政府資料開放授權條款-第1版","","免費","黃建勝","03-3322101#5480","2015-10-07 02:20:48","2024-10-05 01:10:56","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26069","桃園市人行道管理","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1de35418-b949-4ace-89a2-cb92714be3eb&rid=6a4126e6-e1ee-43e2-b771-e49f6a532c45","UTF-8","系統介接程式","提供桃園市人行道管理","行政區(行政區);道路路名(道路路名);道路長度(道路長度);道路寬度_最大(道路寬度_最大);道路寬度_最小(道路寬度_最小);人行道長度(人行道長度);人行道寬度_最大(人行道寬度_最大);人行道寬度_最小(人行道寬度_最小);公共設施帶寬度_最大(公共設施帶寬度_最大);公共設施帶寬度_最小(公共設施帶寬度_最小)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","姚先生","03-3396122分機533","2015-12-24 07:15:26","2024-10-05 01:09:05","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26484","「桃園埤圳重要濕地」公告範圍資訊","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1a2bb41e-1804-4e7f-b858-08de21b7c54d&rid=7333b136-a622-4c3f-a5b6-1940e75f5064","UTF-8","系統介接程式","內政部公告國際級及國家級重要濕地之「桃園埤圳重要濕地」公告範圍資訊","縣市(縣市);地所(地所);鄉鎮市區(鄉鎮市區);段小段(段小段);地號(地號);地目(地目);面積(面積);使用分區(使用分區);使用地類別(使用地類別);所有權人(所有權人);公私別(公私別);AREA(AREA);ID(ID);管理者(管理者)","桃園市政府都市發展局","不定期更新","政府資料開放授權條款-第1版","","免費","李小姐","03-3322101分機5781~83","2015-10-01 04:05:50","2024-10-05 01:08:10","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26060","桃園市消防局消防分隊通訊錄","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=11f82b77-3737-459d-8ca1-84ae5519dbf4&rid=fe7b93bd-8592-408c-a05d-87a17b289be5","UTF-8","系統介接程式","桃園市所有消防分隊聯絡方式","單位名稱(依據桃園市政府消防局組織規程設置之科室中心及大隊分隊);地址(各科室中心及大隊分隊所在地址);電話(各科室中心及大隊分隊連絡電話);傳真(各科室中心及大隊分隊傳真電話)","桃園市政府消防局","不定期更新","政府資料開放授權條款-第1版","","免費","陳小姐","03-3379119-141","2015-10-07 05:49:05","2024-10-05 01:07:06","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26090","桃園市各級農會通訊資料","檔案資料","公共資訊","金","CSV;CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=102a51e8-f4ff-47ab-b32b-48b7802214d7&rid=4604af65-719d-446f-b6c4-81c1f912dde6;https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=102a51e8-f4ff-47ab-b32b-48b7802214d7&rid=4e4db78e-9f80-4990-9f87-0da0f9c4902a","BIG5;BIG5","系統介接程式","桃園市各級農會名稱、電話、地址以提供民眾諮詢","名稱(桃園市各農會名稱);電話(桃園市各農會電話);地址(桃園市各農會地址)","桃園市政府農業局","不定期更新","政府資料開放授權條款-第1版","","免費","黃淑鈴小姐","3322101#5410","2015-09-18 03:10:16","2024-10-05 01:06:56","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0;0"
"25982","桃園市身心障礙者社區資源中心","檔案資料","生活安全及品質","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0d42d186-7b2e-42f8-b182-8cbd6c1552a7&rid=29da4b8a-f2aa-4b11-a8a4-c7c603910af3","BIG5","系統介接程式","身心障礙者社區資源中心服務區域、服務對象、服務單位名稱、聯絡資訊","分區中心名稱(分區中心名稱);負責區域(負責區域);地址(地址);聯絡電話(聯絡電話);委託單位(委託單位);服務內容(服務內容);服務對象(服務對象)","桃園市政府社會局","不定期更新","政府資料開放授權條款-第1版","","免費","許嫚庭","03-3322101分機6328","2015-10-01 06:49:50","2024-10-05 01:06:32","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25965","桃園市內觀光夜市","檔案資料","休閒旅遊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0bd2cf36-7540-416b-911c-1ee3216fd79a&rid=65fc0c5c-3307-487e-8136-13358770c776","UTF-8","系統介接程式","提供桃園市境內觀光夜市，方便外縣市及本市民眾。","鄉鎮市區(鄉鎮市區);夜市名稱(夜市名稱);經營主體(經營主體);設立屬性(設立屬性);營業週期(營業週期);營業地點(營業地點);管理員聯絡電話(管理員聯絡電話);自理組織名稱(自理組織名稱);攤鋪位合計數(攤鋪位合計數);夜市介紹(夜市介紹);特色說明(特色說明)","桃園市政府經濟發展局","不定期更新","政府資料開放授權條款-第1版","","免費","林佩萱","033366695","2015-10-07 01:11:05","2024-10-05 01:06:22","經營主體:公營和民營
設立屬性:政府列管和未經列管
營業週期:每日或每週一、三、五、六、日

桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25935","桃園市超速取締地點","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ecd45ee5-4489-436b-bd08-7d4e4111c4a4&rid=6c002322-c486-4671-91b8-c3a6247c69c9","UTF-8","系統介接程式","提供桃園市超速取締地點
最近一次更新地點日期：2024-05-30","設備類別(設備類別);地點(地點);方向(方向);速限(速限);轄區(轄區);功能(功能)","桃園市政府警察局","每1年","政府資料開放授權條款-第1版","","免費","王煌婷","03-3363488","2015-10-01 01:29:56","2024-10-03 01:43:36","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26072","桃園市政府免費法律諮詢服務時間及地點","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=de252256-d928-4c3c-92e2-e89091610e6f&rid=601885da-352d-4dfb-ae05-ba11de92360d","UTF-8","系統介接程式","彙整桃園市政府提供律師免費法律諮詢之時間及地點","服務處所(服務處所);服務時間(服務時間);聯絡電話(聯絡電話);地址(地址)","桃園市政府法務局","不定期更新","政府資料開放授權條款-第1版","","免費","何香帆","3322101分機5717","2015-09-18 03:53:51","2024-10-03 01:42:29","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25888","垃圾車清運點資訊","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=88bdf93f-1b8d-4e8d-ade5-16670d909f38&rid=0c7bcfbf-b151-4411-b888-9ff685ff7a75","BIG5","系統介接程式","本市垃圾車及資源回收車清運路線、清運點資訊。","項次(項次);清運序(清運序);行政區(行政區);清運路線名稱(清運路線名稱);清運點名稱(清運點名稱);一般垃圾清運時間(一般垃圾清運時間);廚餘回收清運時間(廚餘回收清運時間);資源回收清運時間(資源回收清運時間)","桃園市政府環境保護局","不定期更新","政府資料開放授權條款-第1版","","免費","廖盈慈","03-3381900","2017-01-16 14:16:32","2024-10-03 01:36:51","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26037","桃園市房屋地段率等級表","檔案資料","購屋及遷徙","金","CSV;CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6c81cc24-4d81-4964-893d-2b89b216cfbc&rid=5320b117-edfe-4743-a491-9d1a46502ffa;https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6c81cc24-4d81-4964-893d-2b89b216cfbc&rid=4ed04f17-cda0-4bb1-937a-37098f4adc79","UTF-8;UTF-8","系統介接程式","提供桃園市房屋地段等級評定級數","等級(等級);調整率(調整率);備註(備註)","桃園市政府地方稅務局","不定期更新","政府資料開放授權條款-第1版","","免費","丁傳祥","03-3326181分機2314","2015-10-06 03:03:18","2024-10-03 01:35:09","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0;0"
